primarySlug,restaurant_id,name,address,city,supportsDelivery,supportsPickup,paymentMethods,ratings,ratingsNumber,deliveryScoober,durationRangeMin,durationRangeMax,deliveryFee,minOrder,longitude,latitude
keste-pizzeria-bistro,ONRN707N,Kestè Pizzeria Bistro,Langekoepoortstraat 20,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,14,1,45,55,5.59,18.0,4.4024813,51.2231032
pizza-fast,OO0703R,Pizza Fast,Kasteelpleinstraat 11,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.8,63,1,45,55,4.84,15.0,4.4013904,51.211288
frituur-t-viaductje,OO0ONP01,frituur 't viaductje,Viaduct-dam 108,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,22,0,20,45,0.0,0.0,4.4237387,51.2331919
pick-mex,OO1RPRP,Pick & Mex,Reynderstraat 13,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.3,455,1,45,55,5.59,18.0,4.3987923,51.2193728
taj-mahal-antwerpen,OO30N131,Taj Mahal,Statiestraat 15,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.0,659,0,30,55,0.0,10.0,4.4188094,51.2183269
greek-souvlaki-by-persefon,OO3QP701,Greek Souvlaki by Persefon,Groenplaats 30,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.2,145,1,50,60,5.59,18.0,4.4020956,51.2196095
maandeeq-restaurant,OO5O1P7N,Maandeeq Restaurant Somalisch & Yemenii,Diepestraat 149,Anvers,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.426126,51.2220586
otagine,OO5Q117,O'Tagine,Ernest van Dijckkaai 13,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,130,1,55,65,5.59,18.0,4.3970272,51.2208141
melkmarkt-wok,OO5RN07N,Yammy Thai Wok,Melkmarkt 42,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.6,9,1,45,55,5.59,18.0,4.4027335,51.2197131
zola,OON5Q0QN,Zola,Nieuwstad 16,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,3.49,12.0,4.4100257,51.2141138
het-goudhaantje,OON7017N,Het Goudhaantje,Abdijstraat 138,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.8,115,0,30,55,1.5,20.0,4.3840528,51.1876906
krua-thai-antwerpen,OONP5RP,Krua Thai,Pelgrimstraat 13,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.9,86,1,50,60,5.59,18.0,4.399684,51.2196961
sileau-1,OOPO1QN1,Sil'eau foodbar,Napoleonkaai 43,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.4100712,51.2299938
waffle-and-juice,OOPOQQPN,Waffle and Juice,Klapdorp 42,Anvers,1,1,"['bancontact', 'paypal', 'creditcard']",4.2,14,1,45,55,5.59,18.0,4.4051274,51.2246525
pizzeria-san-remo-antwerpen,OOPRPQPN,Pizzeria San Remo,De Keyserlei 33,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.8,23,1,35,45,3.49,12.0,4.418769,51.2176726
janya-thai-wok,OOQQO701,JanYa Thai Wok,Wisselstraat 1,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,157,1,45,55,5.59,18.0,4.4007141,51.2217566
dunkin-antwerpen-1,OOR3R031,Dunkin' Donuts,De Keyserlei 49,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,188,1,40,50,3.49,12.0,4.4195499,51.217564
ellis-antwerpen-zuid,OOR55RP,Ellis,Leopold dewaelplaats 2,Antwerp,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.3,92,1,60,70,4.84,15.0,4.3938942,51.2098993
il-pazzo,OORNRNN1,Pizza Il Pazzo,Napelsstraat 35,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.8,20,1,45,55,5.59,18.0,4.4112117,51.2334935
mcdonalds-antwerpen-groenplaats,OP3N1NN1,McDonald's,Groenplaats 17,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.7,773,1,40,50,5.59,18.0,4.4011443,51.2198722
my-tea,OP570N7N,My Tea,Lange Koepoortstraat 74,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,8,1,55,65,4.84,15.0,4.4023093,51.2216904
amvrosia,OP5NQO01,Amvrosia,Hoogstraat 47,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,532,1,40,50,5.59,18.0,4.3979361,51.2191269
la-torre-antwerpen-1,OP5Q31N1,La Torre,Oude Koornmarkt 19,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.0,19,1,45,55,5.59,18.0,4.3999777,51.2202817
sunu-restaurant,OPNR1N7N,Sunu Restaurant,Dambruggestraat 170,Anvers,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,12,1,45,55,3.49,12.0,4.4217379,51.2232337
kalura,OPO3QNN1,Kalura Pizzeria,Prinsesstraat 38,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,242,1,55,65,4.84,15.0,4.4098659,51.2210847
frituur-statie-antwerpen,OPO5N3N1,Frituur Statie,Statiestraat 120,Berchem,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,85,0,25,50,0.0,25.0,4.4287476,51.1992501
la-lanterna-antwerpen,OPOQ0R5,La Lanterna,Leopoldplaats 6,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.0,129,1,45,55,3.49,12.0,4.407574,51.2126259
otacos-antwerpen,OPQ11P01,O'Tacos,Sint-Katelijnevest 58/62,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.8,261,1,40,50,4.84,15.0,4.4050164,51.2191113
wasbar-graanmarkt,OPR7R5PN,Wasbar,Graanmarkt 15,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",3.7,25,1,40,50,4.84,15.0,4.4089557,51.2161047
orymaz,OQN5R701,Orymaz,Godefriduskaai 10,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,62,1,40,50,5.59,18.0,4.4058613,51.2278923
njoy,OQO0QRR,Njoy!,Statielei 24,Borgerhout,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,441,0,20,45,0.0,17.5,4.4455738,51.2158679
diamond-sushi-wok-grill,OQO3NP7N,Diamond Sushi Wok & Grill,Appelmansstraat 25/48,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,30,40,0.0,30.0,4.4176043,51.2165778
foodmaker-2,OQO3RQR,Foodmaker,Meir 27,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.6,6,1,45,55,4.84,15.0,4.4069997,51.2183276
parillada-argentina-antwerpen,OQPPQQPN,Parillada Argentina,Anneessensstraat 29,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.9,32,1,50,60,3.49,12.0,4.4181164,51.2181523
sushi-palace-2000,OQPQ5NR,Sushi Palace Antwerpen,Sint-Antoniusstraat 4,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,354,0,50,75,0.0,25.0,4.3992734,51.2156772
sangeetha-vegetarian-restaurant,OR0RNRN1,Sangeetha Vegetarian Restaurant,Hoogstraat 16,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.6,49,1,55,65,5.59,18.0,4.3987818,51.2204122
bakkerij-deurne,OR15OQPN,Bakkerij Deurne,Lakborslei 189,Deurne,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.7,12,1,45,55,4.84,15.0,4.4543326,51.2245882
t-perfecte-huis,OR53PQ01,'t Perfecte Huis,Gitschotellei 115,Berchem,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.5,641,0,40,65,0.0,0.0,4.4419063,51.2002004
little-beirut,OR7Q0101,Little Beirut,Kribbestraat 18,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.6,15,1,55,65,5.59,18.0,4.4099957,51.2303809
toshi-sushi-1,ORO0N3PN,Toshi Sushi,Verbindingsdok - Oostkaai 3,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,265,0,45,70,0.0,20.0,4.4080764,51.2306464
abilux-burger-house,ORO1R07N,Abilux Burger House,Statiestraat 30,Antwerp,1,1,"['bancontact', 'paypal', 'creditcard']",3.9,8,1,50,60,3.49,12.0,4.4190218,51.217974
frituur-t-sateke,ORO5QN01,Frituur 't Sateke,Terninckstraat 5,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",4.5,204,1,55,65,4.84,15.0,4.401589,51.2116073
msemen,ORQ0R111,Msemen,Hoogstraat 34,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,61,1,45,55,2.1,18.0,4.3982582,51.2198709
pitaya-melkmarkt-antwerpen,ORQ530QN,Pitaya,Melkmarkt 28,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",3.2,6,1,40,50,5.59,18.0,4.4025437,51.2202879
persepolis,P1RQPP,Persepolis,Hendrik Conscienceplein 9,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,3,1,50,60,4.84,15.0,4.4043219,51.2211807
loa,Q05N05O,Loa Streetfood,Hoogstraat 77,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.8,285,1,40,50,5.59,18.0,4.3970079,51.2184084
ellis-eilandje,Q0N5P33,Ellis,Sint-Aldegondiskaai 52-54,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.6,49,1,45,55,5.59,18.0,4.404542,51.2278795
8tea5-antwerpen,Q0ONPN5,8tea5 - Bubble Tea,korte klarenstraat 15,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.0,77,1,35,45,4.84,15.0,4.4081865,51.219021
de-arme-duivel,Q1PN0RO,De Mezzanine by De Arme Duivel,Maria Pijpelincxstraat 2,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,5,1,40,50,4.84,15.0,4.4090226,51.2162935
il-gusto-pizzeria,Q1Q015O,Il Gusto Pizzeria,Melkmarkt 26,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,2361,0,30,55,0.0,10.95,4.4026728,51.2203373
ellis,Q3N5P33,Ellis,De Keyserlei 21,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.6,174,1,60,70,3.49,12.0,4.4180979,51.2178388
de-smulpaep,Q3NRN15,Frituur de Smulpaep,Varkensmarkt 2a,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,313,1,40,50,4.84,15.0,4.4072166,51.2249866
test-kyc-verification-law,Q3P77OO,QA Android & iOS restaurant,Test KYC verification 36,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",0.0,0,0,25,35,0.0,0.0,4.4024643,51.2194475
iman-halal-tandoori,Q5771OO,Iman Hallal Tandoori,Diepestraat 101,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.2,1237,0,25,50,0.0,30.0,4.4254952,51.2230256
bia-mara-antwerpen,Q7530RO,Bia Mara,Maalderijstraat 1,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.1,13,1,45,55,5.59,18.0,4.4002807,51.2209332
otomat-antwerpen-mas,Q755QQO,Otomat,Van Schoonbekeplein 11,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",4.0,114,1,40,50,5.59,18.0,4.4055286,51.2274536
aroythai,QO3O3OO,Aroy Thai,Catharina Pepijnstraat 1,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,38,1,40,50,5.59,18.0,4.4098175,51.2313973
wagamama-antwerpen,QQ15QQO,Wagamama,De Keyserlei 1,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.2,247,1,50,60,3.49,12.0,4.4162049,51.2181134
pizzacompany-antwerpen,QQR11,Pizza Company Antwerpen,Mechelsesteenweg 1,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.8,6895,0,20,45,0.0,9.5,4.4079446,51.210841
orso-pizzeria,QRN7N1O,Orso Pizzeria Pop Up,IJzerlaan 7,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.7,3,1,45,55,5.59,18.0,4.4236807,51.2356185
rio-cafe,R015Q3QN,Rio Café,Paardenmarkt 88,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.8,5,1,40,50,4.84,15.0,4.4137563,51.2245999
sushimandu,R05O1OQN,Sushimandu,Kipdorpvest 27 A,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.41478,51.2186497
cositas,R0O0QNQN,Cosita's,Paardenmarkt 62,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,4.84,15.0,4.41091,51.22498
bockwurst-guy,R0Q1RNQN,Bockwurst Guy,Pelikaanstraat 3 bus 1230,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,0.5,12.0,4.4208521,51.2150464
argo-restaurant,R111PNQN,Argo restaurant,Hoogstraat 61,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.397466,51.2188315
koz-kebap,R11QROQN,Koz Kebap,Van Kerckhovenstraat 63,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.2,7,1,55,65,4.84,15.0,4.425389,51.226234
gevara,R1NPN3QN,Gevara,Gemeentestraat 14,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.419343,51.219154
maabista-sushi,R1P1ONQN,Maabista Sushi,Hoogstraat 37,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.398256,51.219585
il-goloso,R1QQONQN,Il Goloso,Oudevaartplaats 35,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,3.49,12.0,4.40959,51.21401
londen-bakkerij,R33O0OQN,Londen Bakkerij,Londenstraat 49,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.4124935,51.2311461
le-beldi,R3N1QPQN,Le Beldi,Sint-Katelijnevest 44,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,4.84,15.0,4.4051366,51.2196653
isola-di-luna,R3N3P3QN,Isola Di Luna,Napelsstraat 126,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,5.59,18.0,4.410882,51.2304169
garden-of-flavours,R3P53PQN,Garden of Flavours,Lange Koepoortstraat 67,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,1.0,15.0,4.4024944,51.2217436
dominos-pizza-berchem-4,R501QPQN,Domino's Pizza,Uitbreidingstraat 512,Antwerpen,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,11,0,30,55,0.0,12.0,4.4342579,51.2018466
art-of-sushi,R77153QN,Art Of Sushi,Sint Paulusplaats 18,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,25,35,2.1,18.0,4.4009088,51.2244835
foubert-ice-cream-pancakes-1,R7NQ15QN,Foubert - Ice Cream & Pancakes,Sint-Aldegondiskaai 42,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,5.59,18.0,4.4042643,51.2278685
flavours-of-india-antwerpen,R7OO1OQN,Flavours of india,Suikerrui 11,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.3978602,51.2212273
dominos-pizza-antwerpen-centrum-1,R7OPPPQN,Domino's Pizza,Frankrijklei 2A,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.0,4,0,50,75,0.0,12.0,4.4155786,51.2196034
crunchy,R7RR0OQN,Crunchy,Everdijstraat 30 bus W14,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,4.84,15.0,4.4037446,51.2164815
philly-sandwich-bar-antwerpen,RN05QNQN,Philly Sandwich Bar,Oude Beurs 25/A,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,5.59,18.0,4.4007535,51.2219635
kabul-restaurant-antwerpen,RN55Q3QN,Kabul Restaurant,Diepestraat 13-15,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,10,1,45,55,3.49,12.0,4.422487,51.224567
vetanami-rice-roll,RN5O1NQN,New Vetanami Rice Roll,Van Arteveldestraat 33,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.4196342,51.2202631
eethuis-royale-borgerhout,RNN3ROQN,Eethuis Royale,Bleekhofstraat 49,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,27,0,20,45,0.0,20.0,4.4283533,51.21175
beyzade-antwerpen-1,RNPOOOQN,Beyzade,Vondelstraat 22,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.0,9,1,45,55,4.84,15.0,4.4167564,51.2245014
ijstea,RNR7O1QN,IJSTEA - Bubble Tea & Frozen Yogurt,Wisselstraat 10,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.9,19,1,40,50,5.59,18.0,4.4004526,51.22177
palmira-restaurant,RO0R37QN,Palmira Restaurant,Statiestraat 6,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,3.49,12.0,4.4183326,51.2182671
china-star,RO1QR1QN,China Star,Van Wesenbekestraat 31,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.0,7,1,45,55,3.49,12.0,4.420506,51.22011
kioku-sushi-restaurant-antwerp,ROO53OQN,Kioku Sushi Restaurant,Oudevaartplaats 47,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,36,0,20,30,0.0,30.0,4.4094734,51.213818
snack-gaza,ROPOR3QN,Snack Gaza,Lange Beeldekensstraat 152 A,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.4288034,51.221252
bar-gazet,ROR5N3QN,Bar Gazet,Tabaksvest 74,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,3,1,40,50,3.49,12.0,4.41034,51.214134
kaiseki-sushi-antwerpen,RP01P1QN,Kaiseki Sushi,Keyserlei 13-15,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.5,4,1,45,55,3.49,12.0,4.41718,51.218002
linader-deurne,RP1175QN,Mahshi - Linader,De Bisthovenlei 112,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.4565426,51.2274938
tasty-thai-express-antwerp,RP33O1QN,Tasty Thai Express,Kipdorpbrug 2,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.3,4,1,45,55,3.49,12.0,4.4153314,51.219658
super-smesh,RP5135QN,Beastie Smash,Breydelstraat 29,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,3.49,12.0,4.4194174,51.217846
yim-thai-antwerpen-1,RP7133QN,Yim Thai Antwerpen,Lange koepoortstraat 5,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",4.8,11,1,40,50,4.84,15.0,4.402995,51.223385
ruba-1,RPP10OQN,Ruba Antwerpen,Kammenstraat 62,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,4.84,15.0,4.4012473,51.2165404
amorino,RPQNR1QN,Amorino Antwerpen,Oude Koornmarkt 1/3,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,5.59,18.0,4.399507,51.2205467
pura-vida-vegan-tacos-more,RPRNONQN,Pura Vida Vegan Taco's & more,Nieuwstad 10,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,3.49,12.0,4.4092126,51.214146
boker-tov-eiland,RQ0NROQN,Boker Tov,Zeevaartstraat 8,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,4.84,15.0,4.4092493,51.227657
de-3-snellen,RQ1PN3QN,De 3 Snellen,Viaduct-Dam 138,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.423379,51.233707
na-im,RQON5OQN,Sufra,Suikerri 32,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.39879,51.220657
aashirwad,RQRNQNQN,Aashirwad,Van Arteveldestraat 45,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,3.49,12.0,4.4196523,51.2205827
what-the-kebab,RQRRPPQN,What the Kebab,Sint-Jacobsmarkt 93,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,35,45,3.49,12.0,4.4150385,51.219982
sushi-omega,RRRQPPQN,Sushi Omega,Minderbroedersrui 47,Antwerpen,1,0,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,40,50,4.84,15.0,4.405202,51.2217701
poke-for-you,0003QP5N,Poké For You,Schaliemolenstraat 30,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,923,0,40,65,0.0,15.0,4.4066005,51.1722848
frituur-den-hoek-af,00500P5N,Frituur Den Hoek Af,Troonplaats 11,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.6,48,1,45,55,4.84,15.0,4.3917964,51.2036644
hot-pot,011370N1,Hot Pot,Lange Leemstraat 151,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,6,1,45,55,5.59,18.0,4.4148922,51.207046
sushi-antwerpen-take-away,011N0P11,Sushi Antwerpen & Take away,Bestormingstraat 1,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,1019,0,20,45,0.0,15.0,4.3964821,51.2058698
oz-ahi-doner-antwerpen,033NP511,Öz Ahi Döner,Sint-Bernardsesteenweg 322,Antwerpen,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,112,0,10,20,0.0,13.0,4.3778795,51.1899559
pam-pam-antwerpen-6,03O55O7N,Pam Pam,Brederodestraat 148,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",2.7,7,1,50,60,3.49,12.0,4.3923969,51.2020865
pizza-pasta-nr1-city-antwerpen,0577OP5N,Pizza Pasta Nr1 City,Graaf van hoornestraat 57,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,909,0,20,45,0.0,30.0,4.3928489,51.2068362
hong-kong-city-antwerpen,05OPPO11,Hong Kong City,lange leemstraat 201,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,15,1,50,60,5.59,18.0,4.4169738,51.2062464
chipz-frituur-3,075PPQ5N,Frituur Chipz Zuid,Luikstraat 12,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,44,1,50,60,5.59,18.0,4.3893039,51.2104129
shad-desi-indian-food,0N7PQO7N,Shad Desi Indian Food,Tabakvest 69,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",4.8,18,1,40,50,5.59,18.0,4.4095652,51.2133038
quick-berchem,0NNN5R5N,Quick,Grote Steenweg 462,Berchem,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.7,305,1,50,60,3.49,12.0,4.4304653,51.185837
roll-bowl-antwerpen,0ON73P11,Roll & Bowl,Pieter Van Hobokenstraat 28,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,1583,0,20,45,1.5,30.0,4.4124687,51.2218802
t-gouden-frietje,0QP31711,'t Gouden Frietje,De Bosschaertstraat 346,Antwerpen,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,754,0,20,45,1.0,14.95,4.3885172,51.184198
bananaleaf,0RRQ7O11,Bananaleaf,Geuzenstraat 15,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,170,1,40,50,5.59,18.0,4.3973919,51.2115001
primavera-hoboken,1RRPN,Primavera,Kioskplaats 78,Hoboken,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,1345,0,20,45,0.0,14.5,4.3503288,51.1763665
daddy-dim-sum,30OQ7Q7N,Daddy's Dim Sum,Desguinlei 94,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,12,1,55,65,3.49,12.0,4.4063686,51.1946999
oses-cikofte,30RR577N,Oses Çiğköfte,Brederodestraat 72,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",4.9,14,1,55,65,4.84,15.0,4.3943323,51.2040965
frituur-vogelmarkt-antwerpen,3177N77N,Frituur Vogelmarkt,Tabakvest 104,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,138,1,40,50,5.59,18.0,4.4088779,51.2129675
rifaga,31R3177N,Rifaga,Sint-Bernardsesteenweg 448,Antwerpen,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,80,0,20,45,0.0,15.0,4.3749696,51.1865467
lucy-chang-antwerpen,335O3,Lucy Chang,Marnixplaats 16,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",3.6,43,1,45,55,5.59,18.0,4.396962,51.2104859
ocean-sushi-antwerpen,33P7N,Ocean Sushi,Graaf Van Egmontstraat 11,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.1,440,0,50,75,0.0,30.0,4.3942704,51.2117351
bodrum-palace,33Q7501,Bodrum Palace,Vondelstraat 26,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.6,270,0,20,45,0.0,60.0,4.4169147,51.224524
blessed,33R1RQ7N,Blessed,Scheldestraat 36,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,30,40,5.59,18.0,4.392407,51.21269
sushi-centraal,3700QR7N,Sushi Centraal,Vleminckveld 37,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,96,0,30,55,0.0,50.0,4.403554,51.2145743
afc-antwerp-fried-chicken,371O3R7N,AFC - Antwerp Fried Chicken,Abdijstraat 127,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",3.6,105,0,40,65,0.0,20.0,4.3829304,51.1883557
asian-time-2020,37O3RO7N,Asian Time,Abdijstraat 212,Antwerpen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.8,133,0,40,65,0.0,30.0,0.0,0.0
tessico,3N7Q1R7N,Tessico,Anselmostraat 25,Antwerpen,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,45,55,4.84,15.0,4.4037714,51.20732
pitaverne-wilrijk,3P05751,Pitaverne Wilrijk,Boomsesteenweg 233,Wilrijk,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,1040,0,30,55,0.0,15.0,4.3877893,51.1717341
restaurant-medina-1,3P30RP7N,Restaurant Medina,Abdijstraat 233,Antwerpen,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,20,45,0.0,20.0,4.3865355,51.1867237
